time,flux
0.0,1.00233753099498
0.013706853426713355,1.0001689070689916
0.02741370685342671,1.0013280526409938
0.041120560280140064,0.9970499697491695
0.05482741370685342,0.9993088222876303
0.06853426713356678,1.0017570375502793
0.08224112056028013,0.9994528817309695
0.09594797398699349,1.0017861520049929
0.10965482741370684,0.9999925223976065
0.1233616808404202,1.0002785280018438
0.13706853426713356,1.0028238960495819
0.1507753876938469,0.9974773762176462
0.16448224112056026,0.9989523633630744
0.1781890945472736,0.9994603236471823
0.19189594797398699,0.9989630914649601
0.20560280140070034,1.0003739483795497
0.21930965482741369,0.9459657271812228
0.23301650825412704,0.8887933054334066
0.2467233616808404,0.8896076900224309
0.26043021510755376,0.8902300845742803
0.2741370685342671,0.8914751307117114
0.28784392196098046,0.8912145541565922
0.3015507753876938,0.8898850047410889
0.31525762881440716,0.8889996037715997
0.3289644822411205,0.8907168704944246
0.34267133566783387,0.9435300259507159
0.3563781890945472,1.0007224139721222
0.3700850425212606,0.999698861573683
0.38379189594797397,1.0006392540505773
0.3974987493746873,1.0030470440679122
0.41120560280140067,1.000827864696618
0.424912456228114,0.998951675841963
0.43861930965482737,1.0008628808981477
0.4523261630815407,1.0013637271816505
0.46603301650825407,1.00026649366895
0.4797398699349674,0.999899664529457
0.4934467233616808,1.0003871871734538
0.5071535767883941,0.9997631041691722
0.5208604302151075,1.0003766819727418
0.5345672836418208,1.0015495668356582
0.5482741370685342,1.0003370707521868
0.5619809904952475,0.9977540318773923
0.5756878439219609,0.9991869338337873
0.5893946973486743,0.9999268324055309
0.6031015507753876,0.9987439730370645
0.616808404202101,1.0019666673586993
0.6305152576288143,1.0005023407636595
0.6442221110555277,1.0009817877306535
0.657928964482241,0.9992037213154986
0.6716358179089544,1.0014510762507567
0.6853426713356677,1.0014639720149303
0.6990495247623811,0.9987768433102678
0.7127563781890944,0.9984306963071662
0.7264632316158078,1.0007282577844003
0.7401700850425212,0.997841795879801
0.7538769384692345,0.9998676485598096
0.7675837918959479,1.0033911351892806
0.7812906453226612,1.0000271476550837
0.7949974987493746,0.9989363004374359
0.8087043521760879,0.999354147238668
0.8224112056028013,1.0016203066501412
0.8361180590295146,0.9993144245008666
0.849824912456228,0.9998910665213769
0.8635317658829413,0.9997420526860704
0.8772386193096547,1.0003785271605268
0.8909454727363681,1.0011246940479457
0.9046523261630814,1.0011438924844935
0.9183591795897948,1.0009601048781476
0.9320660330165081,0.9998854802678429
0.9457728864432215,1.0004481091095867
0.9594797398699348,1.0002557040877325
0.9731865932966483,0.9992927236407922
0.9868934467233615,1.0009050700740152
1.000600300150075,0.9997689042893325
1.0143071535767882,1.0001353157833293
1.0280140070035018,1.0016764992779226
1.041720860430215,1.0006188429009355
1.0554277138569284,1.0002192193964317
1.0691345672836416,1.0001166906539207
1.0828414207103552,1.0008684922463629
1.0965482741370685,0.9991202300411448
1.1102551275637818,1.0008829073276766
1.123961980990495,0.9988810454258634
1.1376688344172086,1.0012773991349755
1.1513756878439219,0.9982485418002738
1.1650825412706352,1.0010993109873878
1.1787893946973487,0.998009646397301
1.192496248124062,1.000784231577326
1.2062031015507753,0.9994801715125389
1.2199099549774886,0.9993663162117864
1.233616808404202,0.9324005916008968
1.2473236618309154,0.8405502901206863
1.2610305152576287,0.8157586201371747
1.274737368684342,0.8169845269872266
1.2884442221110555,0.8171999257683534
1.3021510755377688,0.8181410194884526
1.315857928964482,0.8157765884727323
1.3295647823911956,0.8180988093459957
1.3432716358179089,0.8157862531560959
1.3569784892446222,0.8150618795624672
1.3706853426713355,0.8166819713463767
1.384392196098049,0.8584524944570355
1.3980990495247623,0.9522178384743404
1.4118059029514756,1.0006371805559413
1.4255127563781889,1.0016197836375882
1.4392196098049024,1.0016940238188676
1.4529264632316157,0.9977464886463286
1.466633316658329,0.9987510333709174
1.4803401700850425,0.9997260126577824
1.4940470235117558,0.9984065554380336
1.507753876938469,0.9997374455474278
1.5214607303651824,1.000422411509872
1.5351675837918959,1.0023175613511381
1.5488744372186092,1.002441901624911
1.5625812906453225,1.0005019480411939
1.5762881440720358,1.0015514075545628
1.5899949974987493,1.0007449230856238
1.6037018509254626,0.9996413582062387
1.6174087043521759,1.0025026207529557
1.6311155577788894,1.0012194822432738
1.6448224112056027,1.0011308995512707
1.658529264632316,0.9980734753499138
1.6722361180590293,0.9993063588821789
1.6859429714857428,1.000895196618323
1.699649824912456,1.0016316949307609
